Area,ingredient,Year,Value
Guatemala,"Rye grass, for forage",2020,9180
Guatemala,"Sorghum, for forage",2020,5942.5
Guatemala,"Swedes, for forage",2020,3750
Guatemala,"Turnips, for forage",2020,3275
Guinea,Alfalfa for forage and silage,2020,5918.851351
Guinea,"Beet, for forage",2020,9916.730769
Guinea,"Cabbage, for forage",2020,7986.25
Guinea,"Clover, for forage",2020,6082.1
Guinea,"Hay for forage, from grasses",2020,1075.833333
Guinea,Maize for forage and silage,2020,9080.849057
Guinea,"Mixed grass and legumes, for forage",2020,3256.666667
Guinea,"Other forage crops, n.e.c.",2020,3519
Guinea,"Other forage products, n.e.c.",2020,4265.333333
Guinea,"Other grasses, for forage",2020,3898.815789
Guinea,"Other legumes, for forage",2020,3793.5
Guinea,"Rye grass, for forage",2020,5695.357143
Guinea,"Sorghum, for forage",2020,7070.833333
Guinea,"Swedes, for forage",2020,3750
Guinea,"Turnips, for forage",2020,6551.875
Guyana,Alfalfa for forage and silage,2020,5490
Guyana,"Beet, for forage",2020,9916.730769
Guyana,"Cabbage, for forage",2020,7986.25
Guyana,"Clover, for forage",2020,8560
Guyana,"Hay for forage, from grasses",2020,1075.833333
Guyana,Maize for forage and silage,2020,12805
Guyana,"Mixed grass and legumes, for forage",2020,3256.666667
Guyana,"Other forage crops, n.e.c.",2020,3519
Guyana,"Other forage products, n.e.c.",2020,5997.5
Guyana,"Other grasses, for forage",2020,3960
Guyana,"Other legumes, for forage",2020,3793.5
Guyana,"Rye grass, for forage",2020,10087.5
Guyana,"Sorghum, for forage",2020,11522.5
Guyana,"Swedes, for forage",2020,3750
Guyana,"Turnips, for forage",2020,6551.875
Haiti,Alfalfa for forage and silage,2020,5918.851351
Haiti,"Beet, for forage",2020,9916.730769
Haiti,"Cabbage, for forage",2020,7986.25
Haiti,"Clover, for forage",2020,6082.1
Haiti,"Hay for forage, from grasses",2020,1075.833333
Haiti,Maize for forage and silage,2020,9080.849057
Haiti,"Mixed grass and legumes, for forage",2020,3256.666667
Haiti,"Other forage crops, n.e.c.",2020,3519
Haiti,"Other forage products, n.e.c.",2020,4265.333333
Haiti,"Other grasses, for forage",2020,3898.815789
Haiti,"Other legumes, for forage",2020,3793.5
Haiti,"Rye grass, for forage",2020,5695.357143
Haiti,"Sorghum, for forage",2020,7070.833333
Haiti,"Swedes, for forage",2020,3750
Haiti,"Turnips, for forage",2020,6551.875
Honduras,Alfalfa for forage and silage,2020,22195
Honduras,"Beet, for forage",2020,7727.5
Honduras,"Cabbage, for forage",2020,7986.25
Honduras,"Clover, for forage",2020,9065
Honduras,"Hay for forage, from grasses",2020,1075.833333
Honduras,Maize for forage and silage,2020,7152.5
Honduras,"Mixed grass and legumes, for forage",2020,3256.666667
Honduras,"Other forage crops, n.e.c.",2020,3519
Honduras,"Other forage products, n.e.c.",2020,4265.333333
Honduras,"Other grasses, for forage",2020,3537.5
Honduras,"Other legumes, for forage",2020,3793.5
Honduras,"Rye grass, for forage",2020,9180
Honduras,"Sorghum, for forage",2020,5942.5
Honduras,"Swedes, for forage",2020,3750
Honduras,"Turnips, for forage",2020,3275
"China, Hong Kong SAR",Alfalfa for forage and silage,2020,5918.851351
"China, Hong Kong SAR","Beet, for forage",2020,9916.730769
"China, Hong Kong SAR","Cabbage, for forage",2020,7986.25
"China, Hong Kong SAR","Clover, for forage",2020,6082.1
"China, Hong Kong SAR","Hay for forage, from grasses",2020,1075.833333
"China, Hong Kong SAR",Maize for forage and silage,2020,6505
"China, Hong Kong SAR","Mixed grass and legumes, for forage",2020,3256.666667
"China, Hong Kong SAR","Other forage crops, n.e.c.",2020,3519
"China, Hong Kong SAR","Other forage products, n.e.c.",2020,4265.333333
"China, Hong Kong SAR","Other grasses, for forage",2020,8480
"China, Hong Kong SAR","Other legumes, for forage",2020,8462.5
"China, Hong Kong SAR","Rye grass, for forage",2020,5695.357143
"China, Hong Kong SAR","Sorghum, for forage",2020,13217.5
"China, Hong Kong SAR","Swedes, for forage",2020,3750
"China, Hong Kong SAR","Turnips, for forage",2020,6551.875
Hungary,Alfalfa for forage and silage,2020,3552.083333
Hungary,"Beet, for forage",2020,9077.5
Hungary,"Cabbage, for forage",2020,7986.25
Hungary,"Clover, for forage",2020,4991
Hungary,"Hay for forage, from grasses",2020,462.5
Hungary,Maize for forage and silage,2020,6533.5
Hungary,"Mixed grass and legumes, for forage",2020,3256.666667
Hungary,"Other forage crops, n.e.c.",2020,5780
Hungary,"Other forage products, n.e.c.",2020,4118.333333
Hungary,"Other grasses, for forage",2020,2408.75
Hungary,"Other legumes, for forage",2020,3793.5
Hungary,"Rye grass, for forage",2020,3227.5
Hungary,"Sorghum, for forage",2020,6542.5
Hungary,"Swedes, for forage",2020,3750
Hungary,"Turnips, for forage",2020,5715
Iceland,Alfalfa for forage and silage,2020,7015.625
Iceland,"Beet, for forage",2020,16765
Iceland,"Cabbage, for forage",2020,7986.25
Iceland,"Clover, for forage",2020,5934.166667
Iceland,"Hay for forage, from grasses",2020,1512.5
Iceland,Maize for forage and silage,2020,8541.071429
Iceland,"Mixed grass and legumes, for forage",2020,2657.5
Iceland,"Other forage crops, n.e.c.",2020,3519
Iceland,"Other forage products, n.e.c.",2020,3492.5
Iceland,"Other grasses, for forage",2020,3520
Iceland,"Other legumes, for forage",2020,3793.5
Iceland,"Rye grass, for forage",2020,5487.5
Iceland,"Sorghum, for forage",2020,7070.833333
Iceland,"Swedes, for forage",2020,3750
Iceland,"Turnips, for forage",2020,6551.875
India,Alfalfa for forage and silage,2020,2212.5
India,"Beet, for forage",2020,9916.730769
India,"Cabbage, for forage",2020,7986.25
India,"Clover, for forage",2020,6082.1
India,"Hay for forage, from grasses",2020,1075.833333
India,Maize for forage and silage,2020,9080.849057
India,"Mixed grass and legumes, for forage",2020,3256.666667
India,"Other forage crops, n.e.c.",2020,5560
India,"Other forage products, n.e.c.",2020,3735
India,"Other grasses, for forage",2020,3898.815789
India,"Other legumes, for forage",2020,3793.5
India,"Rye grass, for forage",2020,5695.357143
India,"Sorghum, for forage",2020,7070.833333
India,"Swedes, for forage",2020,3750
India,"Turnips, for forage",2020,6551.875
Indonesia,Alfalfa for forage and silage,2020,5918.851351
Indonesia,"Beet, for forage",2020,9916.730769
Indonesia,"Cabbage, for forage",2020,7986.25
Indonesia,"Clover, for forage",2020,6082.1
Indonesia,"Hay for forage, from grasses",2020,1075.833333
Indonesia,Maize for forage and silage,2020,9080.849057
Indonesia,"Mixed grass and legumes, for forage",2020,3256.666667
Indonesia,"Other forage crops, n.e.c.",2020,3519
Indonesia,"Other forage products, n.e.c.",2020,4265.333333
Indonesia,"Other grasses, for forage",2020,3898.815789
Indonesia,"Other legumes, for forage",2020,3793.5
Indonesia,"Rye grass, for forage",2020,5695.357143
Indonesia,"Sorghum, for forage",2020,7070.833333
Indonesia,"Swedes, for forage",2020,3750
Indonesia,"Turnips, for forage",2020,6551.875
Iran (Islamic Republic of),Alfalfa for forage and silage,2020,2212.5
Iran (Islamic Republic of),"Beet, for forage",2020,9916.730769
Iran (Islamic Republic of),"Cabbage, for forage",2020,7986.25
Iran (Islamic Republic of),"Clover, for forage",2020,6082.1
Iran (Islamic Republic of),"Hay for forage, from grasses",2020,1075.833333
Iran (Islamic Republic of),Maize for forage and silage,2020,9080.849057
Iran (Islamic Republic of),"Mixed grass and legumes, for forage",2020,3256.666667
Iran (Islamic Republic of),"Other forage crops, n.e.c.",2020,5560
Iran (Islamic Republic of),"Other forage products, n.e.c.",2020,3735
Iran (Islamic Republic of),"Other grasses, for forage",2020,3898.815789
Iran (Islamic Republic of),"Other legumes, for forage",2020,3793.5
Iran (Islamic Republic of),"Rye grass, for forage",2020,5695.357143
Iran (Islamic Republic of),"Sorghum, for forage",2020,7070.833333
Iran (Islamic Republic of),"Swedes, for forage",2020,3750
Iran (Islamic Republic of),"Turnips, for forage",2020,6551.875
Iraq,Alfalfa for forage and silage,2020,8195.227273
Iraq,"Beet, for forage",2020,12585
Iraq,"Cabbage, for forage",2020,7986.25
Iraq,"Clover, for forage",2020,9276.5
Iraq,"Hay for forage, from grasses",2020,1252.5
Iraq,Maize for forage and silage,2020,10732
Iraq,"Mixed grass and legumes, for forage",2020,4455
Iraq,"Other forage crops, n.e.c.",2020,2591.25
Iraq,"Other forage products, n.e.c.",2020,3145
Iraq,"Other grasses, for forage",2020,4383.333333
Iraq,"Other legumes, for forage",2020,2476.25
Iraq,"Rye grass, for forage",2020,2787.5
Iraq,"Sorghum, for forage",2020,4611.666667
Iraq,"Swedes, for forage",2020,3750
Iraq,"Turnips, for forage",2020,12750
Ireland,Alfalfa for forage and silage,2020,7015.625
Ireland,"Beet, for forage",2020,16765
Ireland,"Cabbage, for forage",2020,7986.25
Ireland,"Clover, for forage",2020,5934.166667
Ireland,"Hay for forage, from grasses",2020,1512.5
Ireland,Maize for forage and silage,2020,8541.071429
Ireland,"Mixed grass and legumes, for forage",2020,2657.5
Ireland,"Other forage crops, n.e.c.",2020,3519
Ireland,"Other forage products, n.e.c.",2020,3492.5
Ireland,"Other grasses, for forage",2020,3520
Ireland,"Other legumes, for forage",2020,3793.5
Ireland,"Rye grass, for forage",2020,5487.5
Ireland,"Sorghum, for forage",2020,7070.833333
Ireland,"Swedes, for forage",2020,3750
Ireland,"Turnips, for forage",2020,6551.875
Israel,Alfalfa for forage and silage,2020,8195.227273
Israel,"Beet, for forage",2020,12585
Israel,"Cabbage, for forage",2020,7986.25
Israel,"Clover, for forage",2020,9276.5
Israel,"Hay for forage, from grasses",2020,1252.5
Israel,Maize for forage and silage,2020,10732
Israel,"Mixed grass and legumes, for forage",2020,4455
Israel,"Other forage crops, n.e.c.",2020,2591.25
Israel,"Other forage products, n.e.c.",2020,3145
Israel,"Other grasses, for forage",2020,4383.333333
Israel,"Other legumes, for forage",2020,2476.25
Israel,"Rye grass, for forage",2020,2787.5
Israel,"Sorghum, for forage",2020,4611.666667
Israel,"Swedes, for forage",2020,3750
Israel,"Turnips, for forage",2020,12750
Italy,Alfalfa for forage and silage,2020,3966.111111
Italy,"Beet, for forage",2020,3359.375
Italy,"Cabbage, for forage",2020,5302.5
Italy,"Clover, for forage",2020,2976.785714
Italy,"Hay for forage, from grasses",2020,1075.833333
Italy,Maize for forage and silage,2020,8548.863636
Italy,"Mixed grass and legumes, for forage",2020,3256.666667
Italy,"Other forage crops, n.e.c.",2020,1072.5
Italy,"Other forage products, n.e.c.",2020,1191.25
Italy,"Other grasses, for forage",2020,1914.166667
Italy,"Other legumes, for forage",2020,2776.25
Italy,"Rye grass, for forage",2020,7417.5
Italy,"Sorghum, for forage",2020,5620
Italy,"Swedes, for forage",2020,3750
Italy,"Turnips, for forage",2020,4467.5
Côte d'Ivoire,Alfalfa for forage and silage,2020,5918.851351
Côte d'Ivoire,"Beet, for forage",2020,9916.730769
Côte d'Ivoire,"Cabbage, for forage",2020,7986.25
Côte d'Ivoire,"Clover, for forage",2020,6082.1
Côte d'Ivoire,"Hay for forage, from grasses",2020,1075.833333
Côte d'Ivoire,Maize for forage and silage,2020,9080.849057
Côte d'Ivoire,"Mixed grass and legumes, for forage",2020,3256.666667
Côte d'Ivoire,"Other forage crops, n.e.c.",2020,3519
Côte d'Ivoire,"Other forage products, n.e.c.",2020,4265.333333
Côte d'Ivoire,"Other grasses, for forage",2020,3898.815789
Côte d'Ivoire,"Other legumes, for forage",2020,3793.5
Côte d'Ivoire,"Rye grass, for forage",2020,5695.357143
Côte d'Ivoire,"Sorghum, for forage",2020,7070.833333
Côte d'Ivoire,"Swedes, for forage",2020,3750
Côte d'Ivoire,"Turnips, for forage",2020,6551.875
Jamaica,Alfalfa for forage and silage,2020,5918.851351
Jamaica,"Beet, for forage",2020,9916.730769
Jamaica,"Cabbage, for forage",2020,7986.25
Jamaica,"Clover, for forage",2020,6082.1
Jamaica,"Hay for forage, from grasses",2020,1075.833333
Jamaica,Maize for forage and silage,2020,9080.849057
Jamaica,"Mixed grass and legumes, for forage",2020,3256.666667
Jamaica,"Other forage crops, n.e.c.",2020,3519
Jamaica,"Other forage products, n.e.c.",2020,4265.333333
Jamaica,"Other grasses, for forage",2020,3898.815789
Jamaica,"Other legumes, for forage",2020,3793.5
Jamaica,"Rye grass, for forage",2020,5695.357143
Jamaica,"Sorghum, for forage",2020,7070.833333
Jamaica,"Swedes, for forage",2020,3750
Jamaica,"Turnips, for forage",2020,6551.875
Japan,Alfalfa for forage and silage,2020,5918.851351
Japan,"Beet, for forage",2020,9916.730769
Japan,"Cabbage, for forage",2020,7986.25
Japan,"Clover, for forage",2020,6082.1
Japan,"Hay for forage, from grasses",2020,1075.833333
Japan,Maize for forage and silage,2020,6505
Japan,"Mixed grass and legumes, for forage",2020,3256.666667
Japan,"Other forage crops, n.e.c.",2020,3519
Japan,"Other forage products, n.e.c.",2020,4265.333333
Japan,"Other grasses, for forage",2020,8480
Japan,"Other legumes, for forage",2020,8462.5
Japan,"Rye grass, for forage",2020,5695.357143
Japan,"Sorghum, for forage",2020,13217.5
Japan,"Swedes, for forage",2020,3750
Japan,"Turnips, for forage",2020,6551.875
Kazakhstan,Alfalfa for forage and silage,2020,5918.851351
Kazakhstan,"Beet, for forage",2020,9916.730769
Kazakhstan,"Cabbage, for forage",2020,7986.25
Kazakhstan,"Clover, for forage",2020,6082.1
Kazakhstan,"Hay for forage, from grasses",2020,1075.833333
Kazakhstan,Maize for forage and silage,2020,7354.5
Kazakhstan,"Mixed grass and legumes, for forage",2020,3256.666667
Kazakhstan,"Other forage crops, n.e.c.",2020,3519
Kazakhstan,"Other forage products, n.e.c.",2020,4265.333333
Kazakhstan,"Other grasses, for forage",2020,1715
Kazakhstan,"Other legumes, for forage",2020,3793.5
Kazakhstan,"Rye grass, for forage",2020,5695.357143
Kazakhstan,"Sorghum, for forage",2020,7070.833333
Kazakhstan,"Swedes, for forage",2020,3750
Kazakhstan,"Turnips, for forage",2020,6551.875
Jordan,Alfalfa for forage and silage,2020,8195.227273
Jordan,"Beet, for forage",2020,12585
Jordan,"Cabbage, for forage",2020,7986.25
Jordan,"Clover, for forage",2020,9276.5
Jordan,"Hay for forage, from grasses",2020,1252.5
Jordan,Maize for forage and silage,2020,10732
Jordan,"Mixed grass and legumes, for forage",2020,4455
Jordan,"Other forage crops, n.e.c.",2020,2591.25
Jordan,"Other forage products, n.e.c.",2020,3145
Jordan,"Other grasses, for forage",2020,4383.333333
Jordan,"Other legumes, for forage",2020,2476.25
Jordan,"Rye grass, for forage",2020,2787.5
Jordan,"Sorghum, for forage",2020,4611.666667
Jordan,"Swedes, for forage",2020,3750
Jordan,"Turnips, for forage",2020,12750
Kenya,Alfalfa for forage and silage,2020,5918.851351
Kenya,"Beet, for forage",2020,9916.730769
Kenya,"Cabbage, for forage",2020,7986.25
Kenya,"Clover, for forage",2020,6082.1
Kenya,"Hay for forage, from grasses",2020,1075.833333
Kenya,Maize for forage and silage,2020,1587.5
Kenya,"Mixed grass and legumes, for forage",2020,3256.666667
Kenya,"Other forage crops, n.e.c.",2020,3519
Kenya,"Other forage products, n.e.c.",2020,4265.333333
Kenya,"Other grasses, for forage",2020,3898.815789
Kenya,"Other legumes, for forage",2020,3793.5
Kenya,"Rye grass, for forage",2020,5695.357143
Kenya,"Sorghum, for forage",2020,7070.833333
Kenya,"Swedes, for forage",2020,3750
Kenya,"Turnips, for forage",2020,6551.875
Democratic People's Republic of Korea,Alfalfa for forage and silage,2020,5918.851351
Democratic People's Republic of Korea,"Beet, for forage",2020,9916.730769
Democratic People's Republic of Korea,"Cabbage, for forage",2020,7986.25
Democratic People's Republic of Korea,"Clover, for forage",2020,6082.1
Democratic People's Republic of Korea,"Hay for forage, from grasses",2020,1075.833333
Democratic People's Republic of Korea,Maize for forage and silage,2020,6505
Democratic People's Republic of Korea,"Mixed grass and legumes, for forage",2020,3256.666667
Democratic People's Republic of Korea,"Other forage crops, n.e.c.",2020,3519
Democratic People's Republic of Korea,"Other forage products, n.e.c.",2020,4265.333333
Democratic People's Republic of Korea,"Other grasses, for forage",2020,8480
Democratic People's Republic of Korea,"Other legumes, for forage",2020,8462.5
Democratic People's Republic of Korea,"Rye grass, for forage",2020,5695.357143
Democratic People's Republic of Korea,"Sorghum, for forage",2020,13217.5
Democratic People's Republic of Korea,"Swedes, for forage",2020,3750
Democratic People's Republic of Korea,"Turnips, for forage",2020,6551.875
Republic of Korea,Alfalfa for forage and silage,2020,5918.851351
Republic of Korea,"Beet, for forage",2020,9916.730769
Republic of Korea,"Cabbage, for forage",2020,7986.25
Republic of Korea,"Clover, for forage",2020,6082.1
Republic of Korea,"Hay for forage, from grasses",2020,1075.833333
Republic of Korea,Maize for forage and silage,2020,6505
Republic of Korea,"Mixed grass and legumes, for forage",2020,3256.666667
Republic of Korea,"Other forage crops, n.e.c.",2020,3519
Republic of Korea,"Other forage products, n.e.c.",2020,4265.333333
Republic of Korea,"Other grasses, for forage",2020,8480
Republic of Korea,"Other legumes, for forage",2020,8462.5
Republic of Korea,"Rye grass, for forage",2020,5695.357143
Republic of Korea,"Sorghum, for forage",2020,13217.5
Republic of Korea,"Swedes, for forage",2020,3750
Republic of Korea,"Turnips, for forage",2020,6551.875
Kuwait,Alfalfa for forage and silage,2020,8195.227273
Kuwait,"Beet, for forage",2020,12585
Kuwait,"Cabbage, for forage",2020,7986.25
Kuwait,"Clover, for forage",2020,9276.5
Kuwait,"Hay for forage, from grasses",2020,1252.5
Kuwait,Maize for forage and silage,2020,10732
Kuwait,"Mixed grass and legumes, for forage",2020,4455
Kuwait,"Other forage crops, n.e.c.",2020,2591.25
Kuwait,"Other forage products, n.e.c.",2020,3145
Kuwait,"Other grasses, for forage",2020,4383.333333
Kuwait,"Other legumes, for forage",2020,2476.25
Kuwait,"Rye grass, for forage",2020,2787.5
Kuwait,"Sorghum, for forage",2020,4611.666667
Kuwait,"Swedes, for forage",2020,3750
Kuwait,"Turnips, for forage",2020,12750
Kyrgyzstan,Alfalfa for forage and silage,2020,5918.851351
Kyrgyzstan,"Beet, for forage",2020,9916.730769
Kyrgyzstan,"Cabbage, for forage",2020,7986.25
Kyrgyzstan,"Clover, for forage",2020,6082.1
Kyrgyzstan,"Hay for forage, from grasses",2020,1075.833333
Kyrgyzstan,Maize for forage and silage,2020,7354.5
Kyrgyzstan,"Mixed grass and legumes, for forage",2020,3256.666667
Kyrgyzstan,"Other forage crops, n.e.c.",2020,3519
Kyrgyzstan,"Other forage products, n.e.c.",2020,4265.333333
Kyrgyzstan,"Other grasses, for forage",2020,1715
Kyrgyzstan,"Other legumes, for forage",2020,3793.5
Kyrgyzstan,"Rye grass, for forage",2020,5695.357143
Kyrgyzstan,"Sorghum, for forage",2020,7070.833333
Kyrgyzstan,"Swedes, for forage",2020,3750
Kyrgyzstan,"Turnips, for forage",2020,6551.875
Lao People's Democratic Republic,Alfalfa for forage and silage,2020,5918.851351
Lao People's Democratic Republic,"Beet, for forage",2020,9916.730769
Lao People's Democratic Republic,"Cabbage, for forage",2020,7986.25
Lao People's Democratic Republic,"Clover, for forage",2020,6082.1
Lao People's Democratic Republic,"Hay for forage, from grasses",2020,1075.833333
Lao People's Democratic Republic,Maize for forage and silage,2020,9080.849057
Lao People's Democratic Republic,"Mixed grass and legumes, for forage",2020,3256.666667
Lao People's Democratic Republic,"Other forage crops, n.e.c.",2020,3519
Lao People's Democratic Republic,"Other forage products, n.e.c.",2020,4265.333333
Lao People's Democratic Republic,"Other grasses, for forage",2020,3898.815789
Lao People's Democratic Republic,"Other legumes, for forage",2020,3793.5
Lao People's Democratic Republic,"Rye grass, for forage",2020,5695.357143
Lao People's Democratic Republic,"Sorghum, for forage",2020,7070.833333
Lao People's Democratic Republic,"Swedes, for forage",2020,3750
Lao People's Democratic Republic,"Turnips, for forage",2020,6551.875
Lebanon,Alfalfa for forage and silage,2020,8195.227273
Lebanon,"Beet, for forage",2020,12585
Lebanon,"Cabbage, for forage",2020,7986.25
Lebanon,"Clover, for forage",2020,9276.5
Lebanon,"Hay for forage, from grasses",2020,1252.5
Lebanon,Maize for forage and silage,2020,10732
Lebanon,"Mixed grass and legumes, for forage",2020,4455
Lebanon,"Other forage crops, n.e.c.",2020,2591.25
Lebanon,"Other forage products, n.e.c.",2020,3145
Lebanon,"Other grasses, for forage",2020,4383.333333
Lebanon,"Other legumes, for forage",2020,2476.25
Lebanon,"Rye grass, for forage",2020,2787.5
Lebanon,"Sorghum, for forage",2020,4611.666667
Lebanon,"Swedes, for forage",2020,3750
Lebanon,"Turnips, for forage",2020,12750
Lesotho,Alfalfa for forage and silage,2020,5918.851351
Lesotho,"Beet, for forage",2020,9916.730769
Lesotho,"Cabbage, for forage",2020,7986.25
Lesotho,"Clover, for forage",2020,6082.1
Lesotho,"Hay for forage, from grasses",2020,1075.833333
Lesotho,Maize for forage and silage,2020,9080.849057
Lesotho,"Mixed grass and legumes, for forage",2020,3256.666667
Lesotho,"Other forage crops, n.e.c.",2020,3519
Lesotho,"Other forage products, n.e.c.",2020,4265.333333
Lesotho,"Other grasses, for forage",2020,3898.815789
Lesotho,"Other legumes, for forage",2020,3793.5
Lesotho,"Rye grass, for forage",2020,5695.357143
Lesotho,"Sorghum, for forage",2020,7070.833333
Lesotho,"Swedes, for forage",2020,3750
Lesotho,"Turnips, for forage",2020,6551.875
Latvia,Alfalfa for forage and silage,2020,7015.625
Latvia,"Beet, for forage",2020,16765
Latvia,"Cabbage, for forage",2020,7986.25
Latvia,"Clover, for forage",2020,5934.166667
Latvia,"Hay for forage, from grasses",2020,1512.5
Latvia,Maize for forage and silage,2020,8541.071429
Latvia,"Mixed grass and legumes, for forage",2020,2657.5
Latvia,"Other forage crops, n.e.c.",2020,3519
Latvia,"Other forage products, n.e.c.",2020,3492.5
Latvia,"Other grasses, for forage",2020,3520
Latvia,"Other legumes, for forage",2020,3793.5
Latvia,"Rye grass, for forage",2020,5487.5
Latvia,"Sorghum, for forage",2020,7070.833333
Latvia,"Swedes, for forage",2020,3750
Latvia,"Turnips, for forage",2020,6551.875
Liberia,Alfalfa for forage and silage,2020,5918.851351
Liberia,"Beet, for forage",2020,9916.730769
Liberia,"Cabbage, for forage",2020,7986.25
Liberia,"Clover, for forage",2020,6082.1
Liberia,"Hay for forage, from grasses",2020,1075.833333
Liberia,Maize for forage and silage,2020,9080.849057
Liberia,"Mixed grass and legumes, for forage",2020,3256.666667
Liberia,"Other forage crops, n.e.c.",2020,3519
Liberia,"Other forage products, n.e.c.",2020,4265.333333
Liberia,"Other grasses, for forage",2020,3898.815789
Liberia,"Other legumes, for forage",2020,3793.5
Liberia,"Rye grass, for forage",2020,5695.357143
Liberia,"Sorghum, for forage",2020,7070.833333
Liberia,"Swedes, for forage",2020,3750
Liberia,"Turnips, for forage",2020,6551.875
Libya,Alfalfa for forage and silage,2020,3902.5
Libya,"Beet, for forage",2020,9916.730769
Libya,"Cabbage, for forage",2020,7986.25
Libya,"Clover, for forage",2020,11322.5
Libya,"Hay for forage, from grasses",2020,1075.833333
Libya,Maize for forage and silage,2020,6660
Libya,"Mixed grass and legumes, for forage",2020,3256.666667
Libya,"Other forage crops, n.e.c.",2020,3519
Libya,"Other forage products, n.e.c.",2020,855
Libya,"Other grasses, for forage",2020,3898.815789
Libya,"Other legumes, for forage",2020,3793.5
Libya,"Rye grass, for forage",2020,5695.357143
Libya,"Sorghum, for forage",2020,7070.833333
Libya,"Swedes, for forage",2020,3750
Libya,"Turnips, for forage",2020,6551.875
Lithuania,Alfalfa for forage and silage,2020,7015.625
Lithuania,"Beet, for forage",2020,16765
Lithuania,"Cabbage, for forage",2020,7986.25
Lithuania,"Clover, for forage",2020,5934.166667
Lithuania,"Hay for forage, from grasses",2020,1512.5
Lithuania,Maize for forage and silage,2020,8541.071429
Lithuania,"Mixed grass and legumes, for forage",2020,2657.5
Lithuania,"Other forage crops, n.e.c.",2020,3519
Lithuania,"Other forage products, n.e.c.",2020,3492.5
Lithuania,"Other grasses, for forage",2020,3520
Lithuania,"Other legumes, for forage",2020,3793.5
Lithuania,"Rye grass, for forage",2020,5487.5
Lithuania,"Sorghum, for forage",2020,7070.833333
Lithuania,"Swedes, for forage",2020,3750
Lithuania,"Turnips, for forage",2020,6551.875
Luxembourg,Alfalfa for forage and silage,2020,2627.5
Luxembourg,"Beet, for forage",2020,13865
Luxembourg,"Cabbage, for forage",2020,10670
Luxembourg,"Clover, for forage",2020,1805
Luxembourg,"Hay for forage, from grasses",2020,1075.833333
Luxembourg,Maize for forage and silage,2020,15662.5
Luxembourg,"Mixed grass and legumes, for forage",2020,3256.666667
Luxembourg,"Other forage crops, n.e.c.",2020,3519
Luxembourg,"Other forage products, n.e.c.",2020,11291.25
Luxembourg,"Other grasses, for forage",2020,6487.5
Luxembourg,"Other legumes, for forage",2020,3793.5
Luxembourg,"Rye grass, for forage",2020,1680
Luxembourg,"Sorghum, for forage",2020,7070.833333
Luxembourg,"Swedes, for forage",2020,3750
Luxembourg,"Turnips, for forage",2020,6551.875
"China, Macao SAR",Alfalfa for forage and silage,2020,5918.851351
"China, Macao SAR","Beet, for forage",2020,9916.730769
"China, Macao SAR","Cabbage, for forage",2020,7986.25
"China, Macao SAR","Clover, for forage",2020,6082.1
"China, Macao SAR","Hay for forage, from grasses",2020,1075.833333
"China, Macao SAR",Maize for forage and silage,2020,6505
"China, Macao SAR","Mixed grass and legumes, for forage",2020,3256.666667
"China, Macao SAR","Other forage crops, n.e.c.",2020,3519
"China, Macao SAR","Other forage products, n.e.c.",2020,4265.333333
"China, Macao SAR","Other grasses, for forage",2020,8480
"China, Macao SAR","Other legumes, for forage",2020,8462.5
"China, Macao SAR","Rye grass, for forage",2020,5695.357143
"China, Macao SAR","Sorghum, for forage",2020,13217.5
"China, Macao SAR","Swedes, for forage",2020,3750
"China, Macao SAR","Turnips, for forage",2020,6551.875
Madagascar,Alfalfa for forage and silage,2020,5918.851351
Madagascar,"Beet, for forage",2020,9916.730769
Madagascar,"Cabbage, for forage",2020,7986.25
Madagascar,"Clover, for forage",2020,6082.1
Madagascar,"Hay for forage, from grasses",2020,1075.833333
Madagascar,Maize for forage and silage,2020,1587.5
Madagascar,"Mixed grass and legumes, for forage",2020,3256.666667
Madagascar,"Other forage crops, n.e.c.",2020,3519
Madagascar,"Other forage products, n.e.c.",2020,4265.333333
Madagascar,"Other grasses, for forage",2020,3898.815789
Madagascar,"Other legumes, for forage",2020,3793.5
Madagascar,"Rye grass, for forage",2020,5695.357143
Madagascar,"Sorghum, for forage",2020,7070.833333
Madagascar,"Swedes, for forage",2020,3750
Madagascar,"Turnips, for forage",2020,6551.875
Malawi,Alfalfa for forage and silage,2020,5918.851351
Malawi,"Beet, for forage",2020,9916.730769
Malawi,"Cabbage, for forage",2020,7986.25
Malawi,"Clover, for forage",2020,6082.1
Malawi,"Hay for forage, from grasses",2020,1075.833333
Malawi,Maize for forage and silage,2020,1587.5
Malawi,"Mixed grass and legumes, for forage",2020,3256.666667
Malawi,"Other forage crops, n.e.c.",2020,3519
Malawi,"Other forage products, n.e.c.",2020,4265.333333
Malawi,"Other grasses, for forage",2020,3898.815789
Malawi,"Other legumes, for forage",2020,3793.5
Malawi,"Rye grass, for forage",2020,5695.357143
Malawi,"Sorghum, for forage",2020,7070.833333
Malawi,"Swedes, for forage",2020,3750
Malawi,"Turnips, for forage",2020,6551.875
Malaysia,Alfalfa for forage and silage,2020,5918.851351
Malaysia,"Beet, for forage",2020,9916.730769
Malaysia,"Cabbage, for forage",2020,7986.25
Malaysia,"Clover, for forage",2020,6082.1
Malaysia,"Hay for forage, from grasses",2020,1075.833333
Malaysia,Maize for forage and silage,2020,9080.849057
Malaysia,"Mixed grass and legumes, for forage",2020,3256.666667
